Panel,Area,Floor,Equipment served,Panel used/cap,Point Tag,Type,Description,Signal / Range,Units,Wired,Terminated,P2P verified,Func. test,Observed value / state,Notes
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO53,DO,Digital output #53,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO54,DO,Digital output #54,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO55,DO,Digital output #55,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO56,DO,Digital output #56,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO57,DO,Digital output #57,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO58,DO,Digital output #58,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO59,DO,Digital output #59,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO60,DO,Digital output #60,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DO61,DO,Digital output #61,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI09,DI,Digital input #9,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI10,DI,Digital input #10,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI11,DI,Digital input #11,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI12,DI,Digital input #12,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI13,DI,Digital input #13,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI14,DI,Digital input #14,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI15,DI,Digital input #15,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI16,DI,Digital input #16,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI17,DI,Digital input #17,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI18,DI,Digital input #18,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI19,DI,Digital input #19,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI20,DI,Digital input #20,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI21,DI,Digital input #21,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI22,DI,Digital input #22,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI23,DI,Digital input #23,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI24,DI,Digital input #24,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI25,DI,Digital input #25,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI26,DI,Digital input #26,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI27,DI,Digital input #27,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI28,DI,Digital input #28,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI29,DI,Digital input #29,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI30,DI,Digital input #30,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI31,DI,Digital input #31,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI32,DI,Digital input #32,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI33,DI,Digital input #33,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI34,DI,Digital input #34,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI35,DI,Digital input #35,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI36,DI,Digital input #36,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI37,DI,Digital input #37,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI38,DI,Digital input #38,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI39,DI,Digital input #39,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI40,DI,Digital input #40,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI41,DI,Digital input #41,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI42,DI,Digital input #42,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI43,DI,Digital input #43,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI44,DI,Digital input #44,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI45,DI,Digital input #45,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI46,DI,Digital input #46,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI47,DI,Digital input #47,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI48,DI,Digital input #48,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI49,DI,Digital input #49,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI50,DI,Digital input #50,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI51,DI,Digital input #51,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI52,DI,Digital input #52,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI53,DI,Digital input #53,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI54,DI,Digital input #54,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI55,DI,Digital input #55,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI56,DI,Digital input #56,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI57,DI,Digital input #57,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-DI58,DI,Digital input #58,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT01,BTOT,Pulse / totalizer #1,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT02,BTOT,Pulse / totalizer #2,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT03,BTOT,Pulse / totalizer #3,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT04,BTOT,Pulse / totalizer #4,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT05,BTOT,Pulse / totalizer #5,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT06,BTOT,Pulse / totalizer #6,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT07,BTOT,Pulse / totalizer #7,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT08,BTOT,Pulse / totalizer #8,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-BTOT09,BTOT,Pulse / totalizer #9,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI01,AI,Analog input #1,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI02,AI,Analog input #2,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI03,AI,Analog input #3,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI04,AI,Analog input #4,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI05,AI,Analog input #5,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI06,AI,Analog input #6,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI07,AI,Analog input #7,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI08,AI,Analog input #8,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI09,AI,Analog input #9,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI10,AI,Analog input #10,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI11,AI,Analog input #11,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI12,AI,Analog input #12,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI13,AI,Analog input #13,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI14,AI,Analog input #14,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI15,AI,Analog input #15,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI16,AI,Analog input #16,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI17,AI,Analog input #17,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI18,AI,Analog input #18,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI19,AI,Analog input #19,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI20,AI,Analog input #20,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI21,AI,Analog input #21,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI22,AI,Analog input #22,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI23,AI,Analog input #23,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-21-1,Floor 21,21F,,152/170,RS-21-1-AI24,AI,Analog input #24,4-20 mA / 0-10 V / RTD,eng. unit,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO01,DO,Digital output #1,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO02,DO,Digital output #2,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO03,DO,Digital output #3,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO04,DO,Digital output #4,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO05,DO,Digital output #5,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO06,DO,Digital output #6,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO07,DO,Digital output #7,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO08,DO,Digital output #8,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO09,DO,Digital output #9,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO10,DO,Digital output #10,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO11,DO,Digital output #11,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO12,DO,Digital output #12,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO13,DO,Digital output #13,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO14,DO,Digital output #14,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO15,DO,Digital output #15,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO16,DO,Digital output #16,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO17,DO,Digital output #17,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO18,DO,Digital output #18,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO19,DO,Digital output #19,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO20,DO,Digital output #20,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO21,DO,Digital output #21,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO22,DO,Digital output #22,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO23,DO,Digital output #23,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO24,DO,Digital output #24,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO25,DO,Digital output #25,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO26,DO,Digital output #26,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO27,DO,Digital output #27,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO28,DO,Digital output #28,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO29,DO,Digital output #29,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO30,DO,Digital output #30,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO31,DO,Digital output #31,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO32,DO,Digital output #32,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO33,DO,Digital output #33,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO34,DO,Digital output #34,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO35,DO,Digital output #35,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO36,DO,Digital output #36,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO37,DO,Digital output #37,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO38,DO,Digital output #38,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO39,DO,Digital output #39,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO40,DO,Digital output #40,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO41,DO,Digital output #41,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO42,DO,Digital output #42,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO43,DO,Digital output #43,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO44,DO,Digital output #44,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO45,DO,Digital output #45,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO46,DO,Digital output #46,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO47,DO,Digital output #47,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO48,DO,Digital output #48,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO49,DO,Digital output #49,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO50,DO,Digital output #50,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO51,DO,Digital output #51,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO52,DO,Digital output #52,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO53,DO,Digital output #53,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO54,DO,Digital output #54,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO55,DO,Digital output #55,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO56,DO,Digital output #56,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO57,DO,Digital output #57,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO58,DO,Digital output #58,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO59,DO,Digital output #59,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO60,DO,Digital output #60,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO61,DO,Digital output #61,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO62,DO,Digital output #62,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO63,DO,Digital output #63,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO64,DO,Digital output #64,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DO65,DO,Digital output #65,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI09,DI,Digital input #9,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI10,DI,Digital input #10,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI11,DI,Digital input #11,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI12,DI,Digital input #12,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI13,DI,Digital input #13,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI14,DI,Digital input #14,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI15,DI,Digital input #15,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI16,DI,Digital input #16,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI17,DI,Digital input #17,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI18,DI,Digital input #18,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI19,DI,Digital input #19,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI20,DI,Digital input #20,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI21,DI,Digital input #21,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI22,DI,Digital input #22,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI23,DI,Digital input #23,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI24,DI,Digital input #24,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI25,DI,Digital input #25,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-10-1,Floor 10,10F,,151/164,RS-10-1-DI26,DI,Digital input #26,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
