Panel,Area,Floor,Equipment served,Panel used/cap,Point Tag,Type,Description,Signal / Range,Units,Wired,Terminated,P2P verified,Func. test,Observed value / state,Notes
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI09,DI,Digital input #9,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI10,DI,Digital input #10,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI11,DI,Digital input #11,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI12,DI,Digital input #12,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI13,DI,Digital input #13,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI14,DI,Digital input #14,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI15,DI,Digital input #15,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI16,DI,Digital input #16,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI17,DI,Digital input #17,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI18,DI,Digital input #18,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI19,DI,Digital input #19,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI20,DI,Digital input #20,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI21,DI,Digital input #21,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI22,DI,Digital input #22,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI23,DI,Digital input #23,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI24,DI,Digital input #24,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI25,DI,Digital input #25,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI26,DI,Digital input #26,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI27,DI,Digital input #27,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI28,DI,Digital input #28,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI29,DI,Digital input #29,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI30,DI,Digital input #30,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI31,DI,Digital input #31,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI32,DI,Digital input #32,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI33,DI,Digital input #33,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI34,DI,Digital input #34,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI35,DI,Digital input #35,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI36,DI,Digital input #36,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI37,DI,Digital input #37,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI38,DI,Digital input #38,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI39,DI,Digital input #39,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI40,DI,Digital input #40,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI41,DI,Digital input #41,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-DI42,DI,Digital input #42,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT01,BTOT,Pulse / totalizer #1,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT02,BTOT,Pulse / totalizer #2,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT03,BTOT,Pulse / totalizer #3,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT04,BTOT,Pulse / totalizer #4,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT05,BTOT,Pulse / totalizer #5,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT06,BTOT,Pulse / totalizer #6,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT07,BTOT,Pulse / totalizer #7,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT08,BTOT,Pulse / totalizer #8,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT09,BTOT,Pulse / totalizer #9,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT10,BTOT,Pulse / totalizer #10,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT11,BTOT,Pulse / totalizer #11,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT12,BTOT,Pulse / totalizer #12,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT13,BTOT,Pulse / totalizer #13,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT14,BTOT,Pulse / totalizer #14,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT15,BTOT,Pulse / totalizer #15,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT16,BTOT,Pulse / totalizer #16,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT17,BTOT,Pulse / totalizer #17,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT18,BTOT,Pulse / totalizer #18,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT19,BTOT,Pulse / totalizer #19,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT20,BTOT,Pulse / totalizer #20,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT21,BTOT,Pulse / totalizer #21,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT22,BTOT,Pulse / totalizer #22,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT23,BTOT,Pulse / totalizer #23,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH2-1,Penthouse (PH),PH2,,66/72,RS-PH2-1-BTOT24,BTOT,Pulse / totalizer #24,Pulse accumulate,kWh - m3,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO01,DO,Digital output #1,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO02,DO,Digital output #2,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO03,DO,Digital output #3,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO04,DO,Digital output #4,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO05,DO,Digital output #5,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO06,DO,Digital output #6,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO07,DO,Digital output #7,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO08,DO,Digital output #8,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO09,DO,Digital output #9,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO10,DO,Digital output #10,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO11,DO,Digital output #11,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO12,DO,Digital output #12,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO13,DO,Digital output #13,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO14,DO,Digital output #14,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO15,DO,Digital output #15,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO16,DO,Digital output #16,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO17,DO,Digital output #17,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO18,DO,Digital output #18,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO19,DO,Digital output #19,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO20,DO,Digital output #20,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO21,DO,Digital output #21,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO22,DO,Digital output #22,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO23,DO,Digital output #23,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO24,DO,Digital output #24,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO25,DO,Digital output #25,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO26,DO,Digital output #26,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO27,DO,Digital output #27,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO28,DO,Digital output #28,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO29,DO,Digital output #29,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO30,DO,Digital output #30,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO31,DO,Digital output #31,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO32,DO,Digital output #32,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO33,DO,Digital output #33,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO34,DO,Digital output #34,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO35,DO,Digital output #35,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO36,DO,Digital output #36,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO37,DO,Digital output #37,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO38,DO,Digital output #38,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO39,DO,Digital output #39,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO40,DO,Digital output #40,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO41,DO,Digital output #41,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO42,DO,Digital output #42,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO43,DO,Digital output #43,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DO44,DO,Digital output #44,Relay - 0 / 1,on-off,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI01,DI,Digital input #1,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI02,DI,Digital input #2,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI03,DI,Digital input #3,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI04,DI,Digital input #4,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI05,DI,Digital input #5,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI06,DI,Digital input #6,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI07,DI,Digital input #7,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI08,DI,Digital input #8,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI09,DI,Digital input #9,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI10,DI,Digital input #10,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI11,DI,Digital input #11,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI12,DI,Digital input #12,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI13,DI,Digital input #13,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI14,DI,Digital input #14,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI15,DI,Digital input #15,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI16,DI,Digital input #16,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI17,DI,Digital input #17,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI18,DI,Digital input #18,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI19,DI,Digital input #19,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI20,DI,Digital input #20,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI21,DI,Digital input #21,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI22,DI,Digital input #22,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI23,DI,Digital input #23,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI24,DI,Digital input #24,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI25,DI,Digital input #25,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI26,DI,Digital input #26,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI27,DI,Digital input #27,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI28,DI,Digital input #28,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI29,DI,Digital input #29,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI30,DI,Digital input #30,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI31,DI,Digital input #31,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI32,DI,Digital input #32,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI33,DI,Digital input #33,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI34,DI,Digital input #34,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI35,DI,Digital input #35,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI36,DI,Digital input #36,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI37,DI,Digital input #37,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI38,DI,Digital input #38,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI39,DI,Digital input #39,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI40,DI,Digital input #40,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI41,DI,Digital input #41,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI42,DI,Digital input #42,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI43,DI,Digital input #43,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI44,DI,Digital input #44,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI45,DI,Digital input #45,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI46,DI,Digital input #46,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI47,DI,Digital input #47,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI48,DI,Digital input #48,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI49,DI,Digital input #49,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI50,DI,Digital input #50,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI51,DI,Digital input #51,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI52,DI,Digital input #52,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI53,DI,Digital input #53,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI54,DI,Digital input #54,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI55,DI,Digital input #55,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI56,DI,Digital input #56,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI57,DI,Digital input #57,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI58,DI,Digital input #58,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI59,DI,Digital input #59,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI60,DI,Digital input #60,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI61,DI,Digital input #61,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI62,DI,Digital input #62,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
RS-PH1-3,Penthouse (PH),PH1,,165/166,RS-PH1-3-DI63,DI,Digital input #63,Dry contact - 0 / 1,status,☐,☐,☐,☐,,
